"Path 1","Path 2","Path 3","Path 4","Path 5","Path 6","URLs","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"","","","","","stretch","1","https://animejs.com/documentation/timer/timer-methods/stretch","text/html","301","Moved Permanently","Non-Indexable","Redirected","","61","","https://animejs.com/documentation/timer/timer-methods/stretch"
"","","","","","revert/","1","https://animejs.com/documentation/timer/timer-methods/revert/","text/html; charset=utf-8","200","OK","Indexable","","c7db3202e2e9910d9b07f18c2471e4b8","61","","https://animejs.com/documentation/timer/timer-methods/revert/"
"","","","","","resume/","1","https://animejs.com/documentation/timer/timer-methods/resume/","text/html; charset=utf-8","200","OK","Indexable","","ca05d6c023a1982cc59b79bf1fe57b4b","61","","https://animejs.com/documentation/timer/timer-methods/resume/"
"","","","","","restart/","1","https://animejs.com/documentation/timer/timer-methods/restart/","text/html; charset=utf-8","200","OK","Indexable","","4832fcae4098f748a40a05da0ebd4367","62","","https://animejs.com/documentation/timer/timer-methods/restart/"
"","","","","","play/","1","https://animejs.com/documentation/timer/timer-methods/play/","text/html; charset=utf-8","200","OK","Indexable","","e4d37c1fc40555f94537b26a0cb65400","59","","https://animejs.com/documentation/timer/timer-methods/play/"
"","","","","timer-callbacks/","","11","","","","","","","","","",""
"","","","","","onloop","1","https://animejs.com/documentation/timer/timer-callbacks/onloop","text/html","301","Moved Permanently","Non-Indexable","Redirected","","62","","https://animejs.com/documentation/timer/timer-callbacks/onloop"
"","","","","","onbegin","1","https://animejs.com/documentation/timer/timer-callbacks/onbegin","text/html","301","Moved Permanently","Non-Indexable","Redirected","","63","","https://animejs.com/documentation/timer/timer-callbacks/onbegin"
"","","","","","onupdate","1","https://animejs.com/documentation/timer/timer-callbacks/onupdate","text/html","301","Moved Permanently","Non-Indexable","Redirected","","64","","https://animejs.com/documentation/timer/timer-callbacks/onupdate"
"","","","","","then","1","https://animejs.com/documentation/timer/timer-callbacks/then","text/html","301","Moved Permanently","Non-Indexable","Redirected","","60","","https://animejs.com/documentation/timer/timer-callbacks/then"
"","","","","","onpause","1","https://animejs.com/documentation/timer/timer-callbacks/onpause","text/html","301","Moved Permanently","Non-Indexable","Redirected","","63","","https://animejs.com/documentation/timer/timer-callbacks/onpause"
"","","","","","oncomplete","1","https://animejs.com/documentation/timer/timer-callbacks/oncomplete","text/html","301","Moved Permanently","Non-Indexable","Redirected","","66","","https://animejs.com/documentation/timer/timer-callbacks/oncomplete"
"","","","","","onpause/","1","https://animejs.com/documentation/timer/timer-callbacks/onpause/","text/html; charset=utf-8","200","OK","Indexable","","723bd2eacac9097956c0f18110ea7551","64","","https://animejs.com/documentation/timer/timer-callbacks/onpause/"
"","","","","","then/","1","https://animejs.com/documentation/timer/timer-callbacks/then/","text/html; charset=utf-8","200","OK","Indexable","","77c9f848aa9e349733ab26e75a213de1","61","","https://animejs.com/documentation/timer/timer-callbacks/then/"
"","","","","","onupdate/","1","https://animejs.com/documentation/timer/timer-callbacks/onupdate/","text/html; charset=utf-8","200","OK","Indexable","","e847f5d521fc5e057ba13b01167b5cd1","65","","https://animejs.com/documentation/timer/timer-callbacks/onupdate/"
"","","","","","onbegin/","1","https://animejs.com/documentation/timer/timer-callbacks/onbegin/","text/html; charset=utf-8","200","OK","Indexable","","c2ea141ce4173ed3fa28158fc38e02d","64","","https://animejs.com/documentation/timer/timer-callbacks/onbegin/"
"","","","","","onloop/","1","https://animejs.com/documentation/timer/timer-callbacks/onloop/","text/html; charset=utf-8","200","OK","Indexable","","7fe2156b2d10589e1e32e236f1abc1d0","63","","https://animejs.com/documentation/timer/timer-callbacks/onloop/"
"","","","","timer-playback-settings/","","16","https://animejs.com/documentation/timer/timer-playback-settings/","text/html; charset=utf-8","200","OK","Indexable","","486b29e0b432f17198991742f8d871d4","64","","https://animejs.com/documentation/timer/timer-playback-settings/"
"","","","","","playback-loopdelay","1","https://animejs.com/documentation/timer/timer-playback-settings/playback-loopdelay","text/html","301","Moved Permanently","Non-Indexable","Redirected","","82","","https://animejs.com/documentation/timer/timer-playback-settings/playback-loopdelay"
"","","","","","alternate","1","https://animejs.com/documentation/timer/timer-playback-settings/alternate","text/html","301","Moved Permanently","Non-Indexable","Redirected","","73","","https://animejs.com/documentation/timer/timer-playback-settings/alternate"
"","","","","","autoplay","1","https://animejs.com/documentation/timer/timer-playback-settings/autoplay","text/html","301","Moved Permanently","Non-Indexable","Redirected","","72","","https://animejs.com/documentation/timer/timer-playback-settings/autoplay"
"","","","","","delay","1","https://animejs.com/documentation/timer/timer-playback-settings/delay","text/html","301","Moved Permanently","Non-Indexable","Redirected","","69","","https://animejs.com/documentation/timer/timer-playback-settings/delay"
"","","","","","reversed","1","https://animejs.com/documentation/timer/timer-playback-settings/reversed","text/html","301","Moved Permanently","Non-Indexable","Redirected","","72","","https://animejs.com/documentation/timer/timer-playback-settings/reversed"
"","","","","","playbackrate","1","https://animejs.com/documentation/timer/timer-playback-settings/playbackrate","text/html","301","Moved Permanently","Non-Indexable","Redirected","","76","","https://animejs.com/documentation/timer/timer-playback-settings/playbackrate"
"","","","","","framerate","1","https://animejs.com/documentation/timer/timer-playback-settings/framerate","text/html","301","Moved Permanently","Non-Indexable","Redirected","","73","","https://animejs.com/documentation/timer/timer-playback-settings/framerate"
"","","","","","duration","1","https://animejs.com/documentation/timer/timer-playback-settings/duration","text/html","301","Moved Permanently","Non-Indexable","Redirected","","72","","https://animejs.com/documentation/timer/timer-playback-settings/duration"
"","","","","","loop","1","https://animejs.com/documentation/timer/timer-playback-settings/loop","text/html","301","Moved Permanently","Non-Indexable","Redirected","","68","","https://animejs.com/documentation/timer/timer-playback-settings/loop"
"","","","","","playbackrate/","1","https://animejs.com/documentation/timer/timer-playback-settings/playbackrate/","text/html; charset=utf-8","200","OK","Indexable","","6ea8499fcf9d13d79b6176b1a1e42222","77","","https://animejs.com/documentation/timer/timer-playback-settings/playbackrate/"
"","","","","","reversed/","1","https://animejs.com/documentation/timer/timer-playback-settings/reversed/","text/html; charset=utf-8","200","OK","Indexable","","a305b7478877cfae5bbff65f2c85eede","73","","https://animejs.com/documentation/timer/timer-playback-settings/reversed/"
"","","","","","delay/","1","https://animejs.com/documentation/timer/timer-playback-settings/delay/","text/html; charset=utf-8","200","OK","Indexable","","d1b21096d32e2b5e80372e22401322eb","70","","https://animejs.com/documentation/timer/timer-playback-settings/delay/"
"","","","","","autoplay/","1","https://animejs.com/documentation/timer/timer-playback-settings/autoplay/","text/html; charset=utf-8","200","OK","Indexable","","87ab0c6d7aa14efb69a8ea7334e3ddcd","73","","https://animejs.com/documentation/timer/timer-playback-settings/autoplay/"
"","","","","","alternate/","1","https://animejs.com/documentation/timer/timer-playback-settings/alternate/","text/html; charset=utf-8","200","OK","Indexable","","c1fd137ee3f311ec4c648b2259607f1d","74","","https://animejs.com/documentation/timer/timer-playback-settings/alternate/"
"","","","","","playback-loopdelay/","1","https://animejs.com/documentation/timer/timer-playback-settings/playback-loopdelay/","text/html; charset=utf-8","200","OK","Indexable","","a8015260e5beef65a376ca16c3d61119","83","","https://animejs.com/documentation/timer/timer-playback-settings/playback-loopdelay/"
"","","","","timer-methods","","1","https://animejs.com/documentation/timer/timer-methods","text/html","301","Moved Permanently","Non-Indexable","Redirected","","53","","https://animejs.com/documentation/timer/timer-methods"
"","","","","timer-callbacks","","1","https://animejs.com/documentation/timer/timer-callbacks","text/html","301","Moved Permanently","Non-Indexable","Redirected","","55","","https://animejs.com/documentation/timer/timer-callbacks"
"","","","","timer-properties/","","1","https://animejs.com/documentation/timer/timer-properties/","text/html; charset=utf-8","200","OK","Indexable","","866a19366593b341a09bb438e9691fea","57","","https://animejs.com/documentation/timer/timer-properties/"
"","","","getting-started","","","1","https://animejs.com/documentation/getting-started","text/html","301","Moved Permanently","Non-Indexable","Redirected","","49","","https://animejs.com/documentation/getting-started"
"","","","engine/","","","16","https://animejs.com/documentation/engine/","text/html; charset=utf-8","200","OK","Indexable","","5114d87730e7157676e0e7c9cc633772","41","","https://animejs.com/documentation/engine/"
"","","","","engine-methods/","","5","","","","","","","","","",""
"","","","","","update","1","https://animejs.com/documentation/engine/engine-methods/update","text/html","301","Moved Permanently","Non-Indexable","Redirected","","62","","https://animejs.com/documentation/engine/engine-methods/update"
"","","","","","pause","1","https://animejs.com/documentation/engine/engine-methods/pause","text/html","301","Moved Permanently","Non-Indexable","Redirected","","61","","https://animejs.com/documentation/engine/engine-methods/pause"
"","","","","","resume","1","https://animejs.com/documentation/engine/engine-methods/resume","text/html","301","Moved Permanently","Non-Indexable","Redirected","","62","","https://animejs.com/documentation/engine/engine-methods/resume"
"","","","","","pause/","1","https://animejs.com/documentation/engine/engine-methods/pause/","text/html; charset=utf-8","200","OK","Indexable","","fd169afe7881e01cb1b148763ee55544","62","","https://animejs.com/documentation/engine/engine-methods/pause/"
"","","","","","update/","1","https://animejs.com/documentation/engine/engine-methods/update/","text/html; charset=utf-8","200","OK","Indexable","","dce544a170a070db6407c491549e6f19","63","","https://animejs.com/documentation/engine/engine-methods/update/"
"","","","","engine-parameters/","","6","","","","","","","","","",""
"","","","","","fps","1","https://animejs.com/documentation/engine/engine-parameters/fps","text/html","301","Moved Permanently","Non-Indexable","Redirected","","62","","https://animejs.com/documentation/engine/engine-parameters/fps"
"","","","","","precision","1","https://animejs.com/documentation/engine/engine-parameters/precision","text/html","301","Moved Permanently","Non-Indexable","Redirected","","68","","https://animejs.com/documentation/engine/engine-parameters/precision"
"","","","","","timeunit-seconds-milliseconds","1","https://animejs.com/documentation/engine/engine-parameters/timeunit-seconds-milliseconds","text/html","301","Moved Permanently","Non-Indexable","Redirected","","88","","https://animejs.com/documentation/engine/engine-parameters/timeunit-seconds-milliseconds"
"","","","","","pauseondocumenthidden","1","https://animejs.com/documentation/engine/engine-parameters/pauseondocumenthidden","text/html","301","Moved Permanently","Non-Indexable","Redirected","","80","","https://animejs.com/documentation/engine/engine-parameters/pauseondocumenthidden"
"","","","","","speed","1","https://animejs.com/documentation/engine/engine-parameters/speed","text/html","301","Moved Permanently","Non-Indexable","Redirected","","64","","https://animejs.com/documentation/engine/engine-parameters/speed"
"","","","","","fps/","1","https://animejs.com/documentation/engine/engine-parameters/fps/","text/html; charset=utf-8","200","OK","Indexable","","77ffb3ea65e61dd43b5879a450f21aa8","63","","https://animejs.com/documentation/engine/engine-parameters/fps/"
"","","","","engine-methods","","1","https://animejs.com/documentation/engine/engine-methods","text/html","301","Moved Permanently","Non-Indexable","Redirected","","55","","https://animejs.com/documentation/engine/engine-methods"
"","","","","engine-properties","","1","https://animejs.com/documentation/engine/engine-properties","text/html","301","Moved Permanently","Non-Indexable","Redirected","","58","","https://animejs.com/documentation/engine/engine-properties"
"","","","","engine-parameters","","1","https://animejs.com/documentation/engine/engine-parameters","text/html","301","Moved Permanently","Non-Indexable","Redirected","","58","","https://animejs.com/documentation/engine/engine-parameters"
"","","","","engine-defaults","","1","https://animejs.com/documentation/engine/engine-defaults","text/html","301","Moved Permanently","Non-Indexable","Redirected","","56","","https://animejs.com/documentation/engine/engine-defaults"
"","","","animatable/","","","16","https://animejs.com/documentation/animatable/","text/html; charset=utf-8","200","OK","Indexable","","fcb32d438c158f3dda2230f952267abf","45","","https://animejs.com/documentation/animatable/"
"","","","","animatable-methods/","","7","https://animejs.com/documentation/animatable/animatable-methods/","text/html; charset=utf-8","200","OK","Indexable","","1c91c0c0b6cc37b1fc534ea234cd7ab9","64","","https://animejs.com/documentation/animatable/animatable-methods/"
"","","","","","revert","1","https://animejs.com/documentation/animatable/animatable-methods/revert","text/html","301","Moved Permanently","Non-Indexable","Redirected","","70","","https://animejs.com/documentation/animatable/animatable-methods/revert"
"","","","","","getters","1","https://animejs.com/documentation/animatable/animatable-methods/getters","text/html","301","Moved Permanently","Non-Indexable","Redirected","","71","","https://animejs.com/documentation/animatable/animatable-methods/getters"
"","","","","","setters","1","https://animejs.com/documentation/animatable/animatable-methods/setters","text/html","301","Moved Permanently","Non-Indexable","Redirected","","71","","https://animejs.com/documentation/animatable/animatable-methods/setters"
"","","","","","setters/","1","https://animejs.com/documentation/animatable/animatable-methods/setters/","text/html; charset=utf-8","200","OK","Indexable","","4d7bf0808a9f733349370ad2695cbaeb","72","","https://animejs.com/documentation/animatable/animatable-methods/setters/"
"","","","","","getters/","1","https://animejs.com/documentation/animatable/animatable-methods/getters/","text/html; charset=utf-8","200","OK","Indexable","","2135e6d50ca7528e0e0a4d8b851ec216","72","","https://animejs.com/documentation/animatable/animatable-methods/getters/"
"","","","","","revert/","1","https://animejs.com/documentation/animatable/animatable-methods/revert/","text/html; charset=utf-8","200","OK","Indexable","","ed04318ee42e9e9a32ceee05d8a14240","71","","https://animejs.com/documentation/animatable/animatable-methods/revert/"
"","","","","animatable-settings","","1","https://animejs.com/documentation/animatable/animatable-settings","text/html","301","Moved Permanently","Non-Indexable","Redirected","","64","","https://animejs.com/documentation/animatable/animatable-settings"
"","","","","animatable-methods","","1","https://animejs.com/documentation/animatable/animatable-methods","text/html","301","Moved Permanently","Non-Indexable","Redirected","","63","","https://animejs.com/documentation/animatable/animatable-methods"
"","","","","animatable-settings/","","5","https://animejs.com/documentation/animatable/animatable-settings/","text/html; charset=utf-8","200","OK","Indexable","","37382e5011ed7a5e515bee4bebcb9cc7","65","","https://animejs.com/documentation/animatable/animatable-settings/"
"","","","","","duration","1","https://animejs.com/documentation/animatable/animatable-settings/duration","text/html","301","Moved Permanently","Non-Indexable","Redirected","","73","","https://animejs.com/documentation/animatable/animatable-settings/duration"
"","","","","","unit","1","https://animejs.com/documentation/animatable/animatable-settings/unit","text/html","301","Moved Permanently","Non-Indexable","Redirected","","69","","https://animejs.com/documentation/animatable/animatable-settings/unit"
"","","","","","ease","1","https://animejs.com/documentation/animatable/animatable-settings/ease","text/html","301","Moved Permanently","Non-Indexable","Redirected","","69","","https://animejs.com/documentation/animatable/animatable-settings/ease"
"","","","","","modifier","1","https://animejs.com/documentation/animatable/animatable-settings/modifier","text/html","301","Moved Permanently","Non-Indexable","Redirected","","73","","https://animejs.com/documentation/animatable/animatable-settings/modifier"
"","","","","animatable-properties","","1","https://animejs.com/documentation/animatable/animatable-properties","text/html","301","Moved Permanently","Non-Indexable","Redirected","","66","","https://animejs.com/documentation/animatable/animatable-properties"
"","","","svg/","","","5","","","","","","","","","",""
"","","","","createdrawable","","1","https://animejs.com/documentation/svg/createdrawable","text/html","301","Moved Permanently","Non-Indexable","Redirected","","52","","https://animejs.com/documentation/svg/createdrawable"
"","","","","createmotionpath","","1","https://animejs.com/documentation/svg/createmotionpath","text/html","301","Moved Permanently","Non-Indexable","Redirected","","54","","https://animejs.com/documentation/svg/createmotionpath"
"","","","","morphto","","1","https://animejs.com/documentation/svg/morphto","text/html","301","Moved Permanently","Non-Indexable","Redirected","","45","","https://animejs.com/documentation/svg/morphto"
"","","","","createmotionpath/","","1","https://animejs.com/documentation/svg/createmotionpath/","text/html; charset=utf-8","200","OK","Indexable","","713712853c6f6d07b3fc68565a9665d9","55","","https://animejs.com/documentation/svg/createmotionpath/"
"","","","","createdrawable/","","1","https://animejs.com/documentation/svg/createdrawable/","text/html; charset=utf-8","200","OK","Indexable","","77c23f147f5a7a1dd6f2ca8507c49d1f","53","","https://animejs.com/documentation/svg/createdrawable/"
"","","","getting-started/","","","6","https://animejs.com/documentation/getting-started/","text/html; charset=utf-8","200","OK","Indexable","","80ea15ed89c34ed21e390e4b60db646","50","","https://animejs.com/documentation/getting-started/"
"","","","","installation","","1","https://animejs.com/documentation/getting-started/installation","text/html","301","Moved Permanently","Non-Indexable","Redirected","","62","","https://animejs.com/documentation/getting-started/installation"
"","","","","using-with-vanilla-js","","1","https://animejs.com/documentation/getting-started/using-with-vanilla-js","text/html","301","Moved Permanently","Non-Indexable","Redirected","","71","","https://animejs.com/documentation/getting-started/using-with-vanilla-js"
"","","","","imports","","1","https://animejs.com/documentation/getting-started/imports","text/html","301","Moved Permanently","Non-Indexable","Redirected","","57","","https://animejs.com/documentation/getting-started/imports"
"","","","","using-with-react","","1","https://animejs.com/documentation/getting-started/using-with-react","text/html","301","Moved Permanently","Non-Indexable","Redirected","","66","","https://animejs.com/documentation/getting-started/using-with-react"
"","","","","installation/","","1","https://animejs.com/documentation/getting-started/installation/","text/html; charset=utf-8","200","OK","Indexable","","c168f3121b63b3e0b6f7c7bef3f98428","63","","https://animejs.com/documentation/getting-started/installation/"
"","","","engine","","","1","https://animejs.com/documentation/engine","text/html","301","Moved Permanently","Non-Indexable","Redirected","","40","","https://animejs.com/documentation/engine"
"","","","stagger","","","1","https://animejs.com/documentation/stagger","text/html","301","Moved Permanently","Non-Indexable","Redirected","","41","","https://animejs.com/documentation/stagger"
"","","","timeline","","","1","https://animejs.com/documentation/timeline","text/html","301","Moved Permanently","Non-Indexable","Redirected","","42","","https://animejs.com/documentation/timeline"
"","","","draggable","","","1","https://animejs.com/documentation/draggable","text/html","301","Moved Permanently","Non-Indexable","Redirected","","43","","https://animejs.com/documentation/draggable"
"","","","animatable","","","1","https://animejs.com/documentation/animatable","text/html","301","Moved Permanently","Non-Indexable","Redirected","","44","","https://animejs.com/documentation/animatable"
"","","","timer","","","1","https://animejs.com/documentation/timer","text/html","301","Moved Permanently","Non-Indexable","Redirected","","39","","https://animejs.com/documentation/timer"
"","","","text","","","1","https://animejs.com/documentation/text","text/html","301","Moved Permanently","Non-Indexable","Redirected","","38","","https://animejs.com/documentation/text"
"","","","utilities","","","1","https://animejs.com/documentation/utilities","text/html","301","Moved Permanently","Non-Indexable","Redirected","","43","","https://animejs.com/documentation/utilities"
"","","","animation","","","1","https://animejs.com/documentation/animation","text/html","301","Moved Permanently","Non-Indexable","Redirected","","43","","https://animejs.com/documentation/animation"
"","","","web-animation-api","","","1","https://animejs.com/documentation/web-animation-api","text/html","301","Moved Permanently","Non-Indexable","Redirected","","51","","https://animejs.com/documentation/web-animation-api"
"","","","svg","","","1","https://animejs.com/documentation/svg","text/html","301","Moved Permanently","Non-Indexable","Redirected","","37","","https://animejs.com/documentation/svg"
"","","","scroll","","","1","https://animejs.com/documentation/scroll","text/html","301","Moved Permanently","Non-Indexable","Redirected","","40","","https://animejs.com/documentation/scroll"
"","","","scope","","","1","https://animejs.com/documentation/scope","text/html","301","Moved Permanently","Non-Indexable","Redirected","","39","","https://animejs.com/documentation/scope"
"","","assets/","","","","3","","","","","","","","","",""
"","","","js/","","","1","","","","","","","","","",""
"","","","","scripts.js?v=5","","1","https://animejs.com/assets/js/scripts.js?v=5","application/javascript; charset=utf-8","200","OK","Indexable","","","44","","https://animejs.com/assets/js/scripts.js?v=5"
"","","","css/","","","1","","","","","","","","","",""
"","","","","styles.css?v=5","","1","https://animejs.com/assets/css/styles.css?v=5","text/css; charset=utf-8","200","OK","Indexable","","","45","","https://animejs.com/assets/css/styles.css?v=5"
"","","","images/","","","1","","","","","","","","","",""
"","","","","anime-js-logo-v4.svg","","1","https://animejs.com/assets/images/anime-js-logo-v4.svg","image/svg+xml","200","OK","Indexable","","","54","","https://animejs.com/assets/images/anime-js-logo-v4.svg"
"","","documentation","","","","1","https://animejs.com/documentation","text/html","301","Moved Permanently","Non-Indexable","Redirected","","33","","https://animejs.com/documentation"
"","","learn","","","","1","https://animejs.com/learn","text/html","301","Moved Permanently","Non-Indexable","Redirected","","25","","https://animejs.com/learn"
